image,ocr,corrected,gt,effect,gate_prob,gate_decision,cer_before,cer_after,cer_delta
images_group_62_9074_3737.png,все,все,все,NOT_APPLIED,0.7929105612758225,True,0,0,0
images_group_62_9074_3738.png,состоитъ,состоитъ,состоитъ,NOT_APPLIED,0.43529880060280624,False,0,0,0
images_group_62_9074_3739.png,"благопосично,","благопосично,","благопослучно,",NOT_APPLIED,0.7316333569829259,True,2,2,0
images_group_62_9074_3741.png,на,на,на,NOT_APPLIED,0.23644370708398757,False,0,0,0
images_group_62_9074_3742.png,Высочайшее,Высочайшее,Высочайшее,NOT_APPLIED,0.7311963681207089,True,0,0,0
images_group_62_9074_3743.png,усмотрѣніе,усмотрѣніе,усмотреніе,NOT_APPLIED,0.587172384300936,False,1,1,0
images_group_62_9074_3744.png,Ваше,Ваше,Ваше,NOT_APPLIED,0.2124709201186503,False,0,0,0
images_group_62_9074_3745.png,годовой,годовой,годовой,NOT_APPLIED,0.3113608976963254,False,0,0,0
images_group_62_9074_3746.png,отчетъ,отчетъ,отчетъ,NOT_APPLIED,0.1316669616435823,False,0,0,0
images_group_62_9074_3747.png,о,о,о,NOT_APPLIED,0.554718923138985,False,0,0,0
images_group_62_9074_3748.png,состояніи,состояніи,состояніи,NOT_APPLIED,0.4087123590248635,False,0,0,0
images_group_62_9074_3749.png,губерніи,губерніи,губерніи,NOT_APPLIED,0.3313904250434834,False,0,0,0
images_group_62_9074_3750.png,за,за,за,NOT_APPLIED,0.5966887406697252,False,0,0,0
images_group_62_9074_3752.png,года,года,года,NOT_APPLIED,0.26103623885497096,False,0,0,0
images_group_62_9074_3753.png,Подписалъ:,Подписалъ:,Подписанъ:,NOT_APPLIED,0.8140067391222089,True,1,1,0
images_group_62_9074_3754.png,"Губернаторъ,","Губернаторъ,","Губернаторъ,",NOT_APPLIED,0.15862672820666318,False,0,0,0
images_group_62_9074_3755.png,Генералъ,Генералъ,Генералъ,NOT_APPLIED,0.2213846264661378,False,0,0,0
images_group_62_9074_3756.png,Лейтенантъ,Лейтенантъ,Лейтенантъ,NOT_APPLIED,0.5108853923794914,False,0,0,0
images_group_62_9074_3760.png,день,день,для,NOT_APPLIED,0.6921747869212651,True,3,3,0
images_group_62_9074_3763.png,Красноярскъ,Красноярскъ,Красноярскъ,NOT_APPLIED,0.13809034941779819,False,0,0,0
images_group_62_909_5796.png,Капиталъ,Капиталъ,Капиталъ,NOT_APPLIED,0.423709389094252,False,0,0,0
images_group_62_909_5797.png,сей,сей,сей,NOT_APPLIED,0.4872796880532546,False,0,0,0
images_group_62_909_5798.png,состоить,состоитъ,состоитъ,IMPROVED,0.8537961310624014,True,1,0,1
images_group_62_909_5799.png,въ,въ,въ,NOT_APPLIED,0.1141813643205547,False,0,0,0
images_group_62_909_5800.png,распо-,распо-,распо-,NOT_APPLIED,0.6953169101884451,True,0,0,0
images_group_62_909_5801.png,ряженіи,ряженіи,ряженіи,NOT_APPLIED,0.04852153060094524,False,0,0,0
images_group_62_909_5802.png,Енисейскаго,Енисейскаго,Енисейскаго,NOT_APPLIED,0.22110466856692387,False,0,0,0
images_group_62_909_5804.png,Прав-,Прав-,Прав-,NOT_APPLIED,0.23819835494881014,False,0,0,0
images_group_62_909_5805.png,ленія,ленія,ленія,NOT_APPLIED,0.6257442955706466,False,0,0,0
images_group_62_909_5806.png,и числится,и числится,и числится,NOT_APPLIED,0.20399350901912225,False,0,0,0
images_group_62_909_5807.png,по,по,по,NOT_APPLIED,0.21597912607492167,False,0,0,0
images_group_62_909_5808.png,счетамъ,счетамъ,счетамъ,NOT_APPLIED,0.104443920757919,False,0,0,0
images_group_62_909_5809.png,Казна,Казна,Казна,NOT_APPLIED,0.30396235854344766,False,0,0,0
images_group_62_909_5810.png,чействъ,чействъ,чействъ,NOT_APPLIED,0.46238221708566607,False,0,0,0
images_group_62_909_5811.png,въ,въ,въ,NOT_APPLIED,0.1141813643205547,False,0,0,0
images_group_62_909_5812.png,партикулярныхъ,партикулярныхъ,партикулярныхъ,NOT_APPLIED,0.03498872884802999,False,0,0,0
images_group_62_909_5813.png,суммахъ,суммахъ,суммахъ,NOT_APPLIED,0.24711923863357044,False,0,0,0
images_group_62_909_5814.png,сего,сего,сего,NOT_APPLIED,0.307157488840911,False,0,0,0
images_group_62_909_5815.png,учрежденія,учрежденія,учрежденія,NOT_APPLIED,0.11709314390443572,False,0,0,0
images_group_62_909_5816.png,Военный,Военный,Военный,NOT_APPLIED,0.1215563494096136,False,0,0,0
images_group_62_909_5817.png,Губернаторъ г.,Губернаторъ г.,Губернаторъ г.,NOT_APPLIED,0.3728713430674393,False,0,0,0
images_group_62_909_5818.png,Красноярска,Красноярска,Красноярска,NOT_APPLIED,0.07789976262685269,False,0,0,0
images_group_62_909_5819.png,и,и,и,NOT_APPLIED,0.2041095565776645,False,0,0,0
images_group_62_909_5820.png,Енисейскій,Енисейскій,Енисейскій,NOT_APPLIED,0.2540010305639957,False,0,0,0
images_group_62_909_5821.png,Гражданскій,Гражданскій,Гражданскій,NOT_APPLIED,0.3427320577791984,False,0,0,0
images_group_62_909_5822.png,Губернаторъ,Губернаторъ,Губернаторъ,NOT_APPLIED,0.2725692143840587,False,0,0,0
images_group_62_909_5823.png,Генералъ-,Генералъ-,Генералъ-,NOT_APPLIED,0.5979826354247857,False,0,0,0
images_group_62_909_5824.png,Маіоръ,Маіоръ,Маіoръ,NOT_APPLIED,0.8806086362210666,True,1,1,0
images_group_62_909_5825.png,Вѣдомость,Вѣдомость,Вѣдомость,NOT_APPLIED,0.2511064214542364,False,0,0,0
images_group_62_909_5826.png,"О приходѣ,","О приходѣ,","О приходѣ,",NOT_APPLIED,0.4499625254918139,False,0,0,0
images_group_62_909_5827.png,расходѣ,расходѣ,расходѣ,NOT_APPLIED,0.009038052450055371,False,0,0,0
images_group_62_909_5828.png,и,и,и,NOT_APPLIED,0.2041095565776645,False,0,0,0
images_group_62_909_5829.png,остаткѣ,остаткѣ,остаткѣ,NOT_APPLIED,0.07107479701630362,False,0,0,0
images_group_62_909_5830.png,суммъ,суммъ,суммъ,NOT_APPLIED,0.06446745364920657,False,0,0,0
images_group_62_909_5831.png,по-,по-,по,NOT_APPLIED,0.4934450527410041,False,1,1,0
images_group_62_909_5832.png,Красноярскому,Красноярскому,Красноярскому,NOT_APPLIED,0.05202345688366789,False,0,0,0
images_group_62_909_5833.png,Губернскому,Губернскому,Губернскому,NOT_APPLIED,0.41978995082127574,False,0,0,0
images_group_62_909_5834.png,Тюремному,Тюремному,Тюремному,NOT_APPLIED,0.09953727105536246,False,0,0,0
images_group_62_909_5835.png,Комитету,Комитету,Комитету,NOT_APPLIED,0.408045662665817,False,0,0,0
images_group_62_909_5836.png,и,и,и,NOT_APPLIED,0.2041095565776645,False,0,0,0
images_group_62_909_5838.png,отдѣленіямъ,отдѣленіямъ,отдѣленіямъ,NOT_APPLIED,0.44014264689867977,False,0,0,0
images_group_62_909_5840.png,Изъяс-,Изъяс-,Именъ,NOT_APPLIED,0.6170351679335451,False,5,5,0
images_group_62_909_5842.png,Стати,Стати,Стати,NOT_APPLIED,0.7279306327640508,True,0,0,0
images_group_62_909_5845.png,Чиновникъ,Чиновникъ,Чиновникъ,NOT_APPLIED,0.88671906411239,True,0,0,0
images_group_62_909_5846.png,Особыхъ,Особыхъ,Особыхъ,NOT_APPLIED,0.04199629448106345,False,0,0,0
images_group_62_909_5847.png,Порученій,Порученій,Порученій,NOT_APPLIED,0.6790957215814954,True,0,0,0
images_group_62_9096_6755.png,Iотя,Iотя,Хотя,NOT_APPLIED,0.6959519211026419,True,1,1,0
images_group_62_9096_6756.png,урожай,урожай,урожай,NOT_APPLIED,0.6233624071513243,False,0,0,0
images_group_62_9096_6757.png,хлѣба,хлѣба,хлѣба,NOT_APPLIED,0.5306027002372372,False,0,0,0
images_group_62_9096_6758.png,оказался,оказался,оказался,NOT_APPLIED,0.21969964251331423,False,0,0,0
images_group_62_9096_6759.png,надо-,надо-,неудо-,NOT_APPLIED,0.6754187862867469,False,2,2,0
images_group_62_9096_6760.png,влетворитель,влетворитель,влетворитель,NOT_APPLIED,0.6046089810110303,False,0,0,0
images_group_62_9096_6761.png,"нымъ,","нымъ,","нымъ,",NOT_APPLIED,0.07532834157073807,False,0,0,0
images_group_62_9096_6762.png,на,на,на,NOT_APPLIED,0.23644370708398757,False,0,0,0
images_group_62_9096_6763.png,затруденіе,затруденіе,затруденіи,NOT_APPLIED,0.7959553257694977,True,1,1,0
images_group_62_9096_6765.png,для,для,для,NOT_APPLIED,0.3393000198910315,False,0,0,0
images_group_62_9096_6766.png,обизначенія,обизначенія,обезпеченія,NOT_APPLIED,0.528953796605327,False,3,3,0
images_group_62_9096_6767.png,жителей,жителей,жителей,NOT_APPLIED,0.4273428922888056,False,0,0,0
images_group_62_9096_6768.png,продовольствіемъ,продовольствіемъ,"продовольствія,",NOT_APPLIED,0.8678063241421518,True,3,3,0
images_group_62_9096_6769.png,и,и,и,NOT_APPLIED,0.2041095565776645,False,0,0,0
images_group_62_9096_6770.png,сѣменамъ,сѣменамъ,съменамъ,NOT_APPLIED,0.6986146406161413,True,1,1,0
images_group_62_9096_6771.png,на носъ,на носъ,на посъ,NOT_APPLIED,0.7351390444458183,True,1,1,0
images_group_62_9096_6772.png,въ,въ,въ,NOT_APPLIED,0.1141813643205547,False,0,0,0
images_group_62_9096_6773.png,не,не,не,NOT_APPLIED,0.3096902048490591,False,0,0,0
images_group_62_9096_6774.png,будетъ,будетъ,будетъ,NOT_APPLIED,0.3441036423477564,False,0,0,0
images_group_62_9096_6775.png,пото-,пото-,пото-,NOT_APPLIED,0.6351144043572736,False,0,0,0
images_group_62_9096_6776.png,"му,","му,","му,",NOT_APPLIED,0.23180276553572893,False,0,0,0
images_group_62_9096_6777.png,что,что,что,NOT_APPLIED,0.1457419364857039,False,0,0,0
images_group_62_9096_6778.png,у,у,у,NOT_APPLIED,0.77754979551024,True,0,0,0
images_group_62_9096_6779.png,многихъ,многихъ,многихъ,NOT_APPLIED,0.031183178065704045,False,0,0,0
images_group_62_9096_6780.png,"обывателей,","обывателей,","обывателей,",NOT_APPLIED,0.5059249651416706,False,0,0,0
images_group_62_9096_6781.png,въ,въ,въ,NOT_APPLIED,0.1141813643205547,False,0,0,0
images_group_62_9096_6782.png,особен-,особен-,особен-,NOT_APPLIED,0.038915187247363175,False,0,0,0
images_group_62_9096_6783.png,ности,ности,ности,NOT_APPLIED,0.49039472124927014,False,0,0,0
images_group_62_9096_6784.png,въ,въ,въ,NOT_APPLIED,0.1141813643205547,False,0,0,0
images_group_62_9096_6786.png,"округѣ,","округѣ,",округъ,NOT_APPLIED,0.549646021655987,False,2,2,0
images_group_62_9096_6788.png,достаточныя,достаточныя,достаточныя,NOT_APPLIED,0.6333781162818579,False,0,0,0
images_group_62_9096_6789.png,запасы,запасы,запасы,NOT_APPLIED,0.8919225553760065,True,0,0,0
images_group_62_9096_6790.png,"хлѣба,","хлѣба,","хлѣба,",NOT_APPLIED,0.1734308615660163,False,0,0,0
images_group_62_9096_6791.png,отъ,отъ,отъ,NOT_APPLIED,0.06472088047309797,False,0,0,0
images_group_62_9096_6793.png,нихъ,нихъ,нихъ,NOT_APPLIED,0.181436273456641,False,0,0,0
images_group_62_9096_6795.png,Если,Если,Если,NOT_APPLIED,0.8254693037538887,True,0,0,0
images_group_62_9096_6796.png,въ,въ,въ,NOT_APPLIED,0.1141813643205547,False,0,0,0
images_group_62_9096_6797.png,какихъ,какихъ,какихъ,NOT_APPLIED,0.1340415978947266,False,0,0,0
images_group_62_9096_6798.png,либо,либо,либо,NOT_APPLIED,0.6726455428695395,False,0,0,0
images_group_62_9096_6800.png,настяхъ,настяхъ,настяхъ,NOT_APPLIED,0.08623117962440524,False,0,0,0
images_group_62_9096_6803.png,незначительный,незначительный,незначительный,NOT_APPLIED,0.48635111480464605,False,0,0,0
images_group_62_9096_6804.png,недоститковъ,недоститковъ,недостатокъ,NOT_APPLIED,0.6847624983326099,True,3,3,0
images_group_62_9096_6805.png,въ,въ,въ,NOT_APPLIED,0.1141813643205547,False,0,0,0
images_group_62_9096_6807.png,то,то,то,NOT_APPLIED,0.42990983159112767,False,0,0,0
images_group_62_9096_6808.png,нужды,нужды,нужды,NOT_APPLIED,0.6326445847502147,False,0,0,0
images_group_62_9096_6809.png,свои,свои,свои,NOT_APPLIED,0.7893905928158332,True,0,0,0
images_group_62_9096_6810.png,дейтели,дейтели,деятели,NOT_APPLIED,0.7379921944009435,True,1,1,0
images_group_62_9096_6811.png,могутъ,могутъ,могутъ,NOT_APPLIED,0.02783599816508409,False,0,0,0
images_group_62_9096_6812.png,удовлестворить,удовлестворить,удовлетворить,NOT_APPLIED,0.9585626388059383,True,1,1,0
images_group_62_9096_6813.png,займомъ,займомъ,займощь,NOT_APPLIED,0.8940542327586485,True,2,2,0
images_group_62_9096_6814.png,изъ,изъ,изъ,NOT_APPLIED,0.14699092466669503,False,0,0,0
images_group_62_9096_6815.png,запасныхъ,запасныхъ,запасныхъ,NOT_APPLIED,0.4587580874108492,False,0,0,0
images_group_62_9096_6816.png,сельскихъ,сельскихъ,сельскихъ,NOT_APPLIED,0.5349158449982235,False,0,0,0
images_group_62_9096_6817.png,экономическихъ,экономическихъ,экономическихъ,NOT_APPLIED,0.2379124685425352,False,0,0,0
images_group_62_9096_6818.png,"магариновъ,","магариновъ,","магазиновъ,",NOT_APPLIED,0.7759360182435419,True,1,1,0
images_group_62_9096_6819.png,въ,въ,и,NOT_APPLIED,0.1141813643205547,False,2,2,0
images_group_62_9096_6820.png,коихъ,коихъ,коихъ,NOT_APPLIED,0.21894614409529478,False,0,0,0
images_group_62_9096_6821.png,находится,находится,находится,NOT_APPLIED,0.03094327275935849,False,0,0,0
images_group_62_9096_6822.png,на,на,на,NOT_APPLIED,0.23644370708398757,False,0,0,0
images_group_62_9096_6823.png,лицо,лицо,лицо,NOT_APPLIED,0.0915851457237293,False,0,0,0
images_group_62_9096_6824.png,озимаго,озимаго,озимаго,NOT_APPLIED,0.3033873923205085,False,0,0,0
images_group_62_9096_6825.png,и,и,и,NOT_APPLIED,0.2041095565776645,False,0,0,0
images_group_62_9096_6826.png,яроваго,яроваго,яроваго,NOT_APPLIED,0.3265286276912001,False,0,0,0
images_group_62_9096_6827.png,хлѣба,хлѣба,хлѣба,NOT_APPLIED,0.5306027002372372,False,0,0,0
images_group_62_9096_6828.png,до,до,до,NOT_APPLIED,0.24283005785866413,False,0,0,0
images_group_62_9096_6830.png,повертей;,повертей;,твертей;,NOT_APPLIED,0.7259979026077181,True,2,2,0
images_group_62_9096_6831.png,кромѣ,кромѣ,кромѣ,NOT_APPLIED,0.5391589583689093,False,0,0,0
images_group_62_9096_6832.png,"того,","того,","того,",NOT_APPLIED,0.15354726861650744,False,0,0,0
images_group_62_9096_6833.png,занимаясь,занимаясь,занимаясь,NOT_APPLIED,0.2331790002502145,False,0,0,0
images_group_62_9096_6834.png,рабково,рабково,работа,NOT_APPLIED,0.7296697518675431,True,3,3,0
images_group_62_9096_6835.png,"промышленностію,","промышленностію,","промышленностію,",NOT_APPLIED,0.25976774366953304,False,0,0,0
images_group_62_9096_6836.png,какъ,какъ,какъ,NOT_APPLIED,0.1492093425902382,False,0,0,0
images_group_62_9096_6837.png,то,то,то,NOT_APPLIED,0.42990983159112767,False,0,0,0
images_group_62_9096_6838.png,извозомъ,извозомъ,изводомъ,NOT_APPLIED,0.7756203903283333,True,1,1,0
images_group_62_9096_6839.png,купеческихъ,купеческихъ,купеческихъ,NOT_APPLIED,0.0024800227173871507,False,0,0,0
images_group_62_9096_6840.png,"товаровъ,","товаровъ,","товаровъ,",NOT_APPLIED,0.34945541647086614,False,0,0,0
images_group_62_9096_6841.png,рыболовствомъ,рыболовствомъ,рыболовствомъ,NOT_APPLIED,0.09458147461742006,False,0,0,0
images_group_62_9096_6842.png,и,и,и,NOT_APPLIED,0.2041095565776645,False,0,0,0
images_group_62_9096_6843.png,добычей,добычей,добычей,NOT_APPLIED,0.5447751348212425,False,0,0,0
images_group_62_9096_6844.png,"зверей,","зверей,","звѣрей,",NOT_APPLIED,0.829382466003739,True,1,1,0
images_group_62_9096_6845.png,они,они,они,NOT_APPLIED,0.44947465110398377,False,0,0,0
images_group_62_9096_6846.png,могутъ,могутъ,могутъ,NOT_APPLIED,0.02783599816508409,False,0,0,0
images_group_62_9096_6848.png,сти,сти,сти,NOT_APPLIED,0.5008146678120957,False,0,0,0
images_group_62_9096_6849.png,себѣ,себѣ,себѣ,NOT_APPLIED,0.544327385487704,False,0,0,0
images_group_62_9096_6850.png,средства,средства,средства,NOT_APPLIED,0.12378603032907945,False,0,0,0
images_group_62_9096_6851.png,къ,къ,къ,NOT_APPLIED,0.14079205159412134,False,0,0,0
images_group_62_9096_6853.png,хлѣба,хлѣба,хлѣба,NOT_APPLIED,0.5306027002372372,False,0,0,0
images_group_62_9096_6854.png,по-,по-,Не-,NOT_APPLIED,0.4934450527410041,False,2,2,0
images_group_62_9096_6855.png,зависимо,зависимо,зависимо,NOT_APPLIED,0.8743444290909208,True,0,0,0
images_group_62_9096_6856.png,"сего,","сего,","сего,",NOT_APPLIED,0.056210770846499364,False,0,0,0
images_group_62_9096_6857.png,продовольствіе,продовольствіе,продовольствіе,NOT_APPLIED,0.8563022993185322,True,0,0,0
images_group_62_9096_6859.png,Енисейской,Енисейской,Енисейской,NOT_APPLIED,0.38683367941231683,False,0,0,0
images_group_62_9096_6860.png,губерніи,губерніи,губерніи,NOT_APPLIED,0.3313904250434834,False,0,0,0
images_group_62_9096_6861.png,обезпечивается,обезпечивается,обезпечивается,NOT_APPLIED,0.0014316904057687639,False,0,0,0
images_group_62_9096_6863.png,дующими,дующими,дующими,NOT_APPLIED,0.023786270119978442,False,0,0,0
images_group_62_9096_6864.png,продовольственными,продовольственными,продовольственными,NOT_APPLIED,0.5972647130456126,False,0,0,0
images_group_62_9096_6866.png,талами:,талами:,талами,NOT_APPLIED,0.5500375626264112,False,1,1,0
images_group_62_9096_6867.png,"а.,","а.,","а,",NOT_APPLIED,0.8593611901569852,True,1,1,0
images_group_62_9096_6868.png,губернскимъ,губернскимъ,губернаторъ,NOT_APPLIED,0.711490305441406,True,4,4,0
images_group_62_9096_6870.png,руб,руб,руб,NOT_APPLIED,0.25504855531796133,False,0,0,0
images_group_62_9096_6873.png,находящимся,находящимся,находящимся,NOT_APPLIED,0.29216931099317894,False,0,0,0
images_group_62_9096_6874.png,въ обращеніе,въ обращеніе,въ обращеніи,NOT_APPLIED,0.7148844903458866,True,1,1,0
images_group_62_9096_6875.png,вы,вы,въ,NOT_APPLIED,0.6264662495892184,False,1,1,0
images_group_62_9096_6876.png,государствен-,государствен-,Государствен-,NOT_APPLIED,0.4380505556609658,False,1,1,0
images_group_62_9096_6877.png,намъ,намъ,номъ,NOT_APPLIED,0.5680815132934591,False,1,1,0
images_group_62_9096_6878.png,банкѣ,банкѣ,банкѣ,NOT_APPLIED,0.3525892171355041,False,0,0,0
images_group_62_9096_6879.png,процентныхъ,процентныхъ,процентныхъ,NOT_APPLIED,0.18101705172932928,False,0,0,0
images_group_62_9096_6880.png,бумагахъ;,бумагахъ;,бумагахъ;,NOT_APPLIED,0.4907140090300533,False,0,0,0
images_group_62_9096_6882.png,мѣщанскимъ,мѣщанскимъ,мѣщанскимъ,NOT_APPLIED,0.61583081889665,False,0,0,0
images_group_62_9096_6885.png,въ,въ,въ,NOT_APPLIED,0.1141813643205547,False,0,0,0
images_group_62_9096_6886.png,крестьян,крестьян,крестьян-,NOT_APPLIED,0.703017357181069,True,1,1,0
images_group_62_9096_6887.png,"снимъ,","снимъ,","скимъ,",NOT_APPLIED,0.7191295156886083,True,1,1,0
images_group_62_9096_6888.png,Усть-,Усть-,Усть-,NOT_APPLIED,0.44285922876952893,False,0,0,0
images_group_62_9096_6889.png,Тунгуской,Тунгуской,Тунгузской,NOT_APPLIED,0.681196663908393,True,1,1,0
images_group_62_910_7874.png,Израсходовано,Израсходовано,Израсходовано,NOT_APPLIED,0.03439977486328674,False,0,0,0
images_group_62_910_7875.png,изъ,изъ,изъ,NOT_APPLIED,0.14699092466669503,False,0,0,0
images_group_62_910_7876.png,суммъ,суммъ,суммъ,NOT_APPLIED,0.06446745364920657,False,0,0,0
images_group_62_910_7877.png,Къ,Къ,Къ,NOT_APPLIED,0.14079205159412134,False,0,0,0
images_group_62_910_7879.png,поступило,поступило,поступило,NOT_APPLIED,0.3143370820654395,False,0,0,0
images_group_62_910_7880.png,суммъ,суммъ,суммъ,NOT_APPLIED,0.06446745364920657,False,0,0,0
images_group_62_910_7881.png,варя,варя,варя,NOT_APPLIED,0.5055752801672356,False,0,0,0
images_group_62_910_7883.png,енныхъ,енныхъ,енныхъ,NOT_APPLIED,0.27293157036018456,False,0,0,0
images_group_62_910_7884.png,Частныхъ,Частныхъ,Частныхъ,NOT_APPLIED,0.3118956601210317,False,0,0,0
images_group_62_910_7885.png,Итого,Итого,Итого,NOT_APPLIED,0.6225582817114171,False,0,0,0
images_group_62_910_7886.png,съ,съ,съ,NOT_APPLIED,0.19896463468147743,False,0,0,0
images_group_62_910_7887.png,Казенныхъ,Казенныхъ,Казенныхъ,NOT_APPLIED,0.013913747291850817,False,0,0,0
images_group_62_910_7888.png,Частныхъ,Частныхъ,Частныхъ,NOT_APPLIED,0.3118956601210317,False,0,0,0
images_group_62_910_7889.png,Итого,Итого,Итого,NOT_APPLIED,0.6225582817114171,False,0,0,0
images_group_62_910_7891.png,янва,янва,янва,NOT_APPLIED,0.3268087544206362,False,0,0,0
images_group_62_910_7893.png,благотворитель,благотворитель,благотворитель-,NOT_APPLIED,0.9340955106967054,True,1,1,0
images_group_62_910_7894.png,благотвори-,благотвори-,благотвори,NOT_APPLIED,0.7479739066160854,True,1,1,0
images_group_62_910_7895.png,съостатой,съостатой,съ остаточ,NOT_APPLIED,0.6237145663041109,False,2,2,0
images_group_62_910_7896.png,ныхъ и,ныхъ и,ныхъ и,NOT_APPLIED,0.20707908377105314,False,0,0,0
images_group_62_910_7897.png,Эко-,Эко-,Эко-,NOT_APPLIED,0.14061337554449546,False,0,0,0
images_group_62_910_7898.png,осталось,осталось,осталось,NOT_APPLIED,0.0539235527311974,False,0,0,0
images_group_62_910_7899.png,оставалось,оставалось,оставалось,NOT_APPLIED,0.3245951263827007,False,0,0,0
images_group_62_910_7900.png,тельныхъ,тельныхъ,тельныхъ,NOT_APPLIED,0.33628792687982545,False,0,0,0
images_group_62_910_7901.png,и,и,и,NOT_APPLIED,0.2041095565776645,False,0,0,0
images_group_62_910_7902.png,ными,ными,ными,NOT_APPLIED,0.15792920336692082,False,0,0,0
images_group_62_910_7903.png,номическихъ,номическихъ,номическихъ,NOT_APPLIED,0.15509102510328795,False,0,0,0
images_group_62_910_7904.png,Экономическихъ,Экономическихъ,Экономическихъ,NOT_APPLIED,0.2379124685425352,False,0,0,0
images_group_62_910_7905.png,По,По,По,NOT_APPLIED,0.21597912607492167,False,0,0,0
images_group_62_910_7906.png,Губернскому,Губернскому,Губернскому,NOT_APPLIED,0.41978995082127574,False,0,0,0
images_group_62_910_7907.png,Комитету-,Комитету-,Комитету-,NOT_APPLIED,0.13172269607064405,False,0,0,0
images_group_62_910_7909.png,Мужскимъ,Мужскимъ,Мужскимъ,NOT_APPLIED,0.7283621980002701,True,0,0,0
images_group_62_910_7910.png,отдѣленіямъ,отдѣленіямъ,отдѣленіямъ,NOT_APPLIED,0.44014264689867977,False,0,0,0
images_group_62_910_7911.png,На,На,На,NOT_APPLIED,0.23644370708398757,False,0,0,0
images_group_62_910_7912.png,капиталы,капиталы,капиталы,NOT_APPLIED,0.6211072613550166,False,0,0,0
images_group_62_910_7913.png,Комитета,Комитета,Комитета,NOT_APPLIED,0.3977463102722525,False,0,0,0
images_group_62_910_7914.png,обращающіеся,обращающіеся,обращающіеся,NOT_APPLIED,0.4101820830837246,False,0,0,0
images_group_62_910_7915.png,въ,въ,въ,NOT_APPLIED,0.1141813643205547,False,0,0,0
images_group_62_910_7916.png,кредитным,кредитным,кредитныя,NOT_APPLIED,0.9716869849778647,True,1,1,0
images_group_62_910_7917.png,становленіяхъ,становленіяхъ,становленіяхъ,NOT_APPLIED,0.3800540111435442,False,0,0,0
images_group_62_910_7918.png,въ,въ,въ,NOT_APPLIED,0.1141813643205547,False,0,0,0
images_group_62_910_7919.png,количествѣ-,количествѣ-,количествѣ-,NOT_APPLIED,0.30355142290422393,False,0,0,0
images_group_62_910_7921.png,процентовъ,процентовъ,процентовъ,NOT_APPLIED,0.162538202878944,False,0,0,0
images_group_62_910_7922.png,не,не,не,NOT_APPLIED,0.3096902048490591,False,0,0,0
images_group_62_910_7923.png,истребовано.,истребовано.,истребовано.,NOT_APPLIED,0.28678994050592155,False,0,0,0
images_group_62_910_7924.png,Расходъ,Расходъ,Расходъ,NOT_APPLIED,0.05826838738826441,False,0,0,0
images_group_62_910_7925.png,изъ,изъ,изъ,NOT_APPLIED,0.14699092466669503,False,0,0,0
images_group_62_910_7926.png,собственныхъ,собственныхъ,собственныхъ,NOT_APPLIED,0.016737936994321204,False,0,0,0
images_group_62_910_7927.png,суммъ,суммъ,суммъ,NOT_APPLIED,0.06446745364920657,False,0,0,0
images_group_62_910_7928.png,Комитета,Комитета,Комитета,NOT_APPLIED,0.3977463102722525,False,0,0,0
images_group_62_910_7929.png,ит дѣленіи,ит дѣленіи,отдѣленіи,NOT_APPLIED,0.659892279191201,False,2,2,0
images_group_62_910_7930.png,"простирался,","простирался,","простирался,",NOT_APPLIED,0.010475203681853751,False,0,0,0
